,Paths,features0,features1,features2,Type,Labels,Predictions,Confidence,Errors,Accuracy
3826,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02088364-beagle/n02088364_14431.jpg,2.8006222,-12.771672,6.458279,TRAIN,Beagle,Beagle,99.725478887558,Correct,1
3827,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02093859-Kerry_blue_terrier/n02093859_1154.jpg,-7.4131002,4.7488027,-13.150408,TRAIN,Kerry Blue Terrier,Kerry Blue Terrier,99.9734222888946,Correct,1
3828,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02105162-malinois/n02105162_7593.jpg,-11.915719,-4.383225,1.0909271,TRAIN,Malinois,Malinois,99.727326631546,Correct,1
3829,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02091032-Italian_greyhound/n02091032_6979.jpg,1.0239623,-7.07954,-0.11947026,TRAIN,Italian Greyhound,Italian Greyhound,99.7448205947876,Correct,1
3830,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02097047-miniature_schnauzer/n02097047_5046.jpg,-1.2315137,13.778338,-7.1297283,TRAIN,Miniature Schnauzer,Miniature Schnauzer,99.5624601840973,Correct,1
3831,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02105251-briard/n02105251_6942.jpg,-9.055017,8.530044,-3.4163208,TRAIN,Briard,Briard,97.9957640171051,Correct,1
3832,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02095314-wire-haired_fox_terrier/n02095314_448.jpg,0.9842419,6.5720377,9.939855,TRAIN,Wire,Wire,99.9131143093109,Correct,1
3833,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02088364-beagle/n02088364_12397.jpg,2.0532522,-11.357635,5.886169,TRAIN,Beagle,Beagle,99.461704492569,Correct,1
3834,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02090622-borzoi/n02090622_7489.jpg,9.20473,-0.6055009,4.241529,TRAIN,Borzoi,Borzoi,99.031013250351,Correct,1
3835,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02088094-Afghan_hound/n02088094_1882.jpg,-8.24552,4.6507535,-2.784789,TRAIN,Afghan Hound,Afghan Hound,99.9397277832031,Correct,1
3836,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02091134-whippet/n02091134_11875.jpg,4.8377547,-3.116319,0.82187265,TRAIN,Whippet,Whippet,99.9379992485046,Correct,1
3837,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02091831-Saluki/n02091831_151.jpg,-0.03300523,-3.637893,4.697438,TRAIN,Saluki,Saluki,99.6208548545837,Correct,1
3838,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02109961-Eskimo_dog/n02109961_4182.jpg,12.0535,2.0864913,-2.2226436,TRAIN,Eskimo Dog,Eskimo Dog,99.663770198822,Correct,1
3839,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02093428-American_Staffordshire_terrier/n02093428_18881.jpg,4.922465,-4.459427,-6.662653,TRAIN,American Staffordshire Terrier,American Staffordshire Terrier,99.8975515365601,Correct,1
3840,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02086646-Blenheim_spaniel/n02086646_2700.jpg,11.445013,-7.432768,4.1661897,TRAIN,Blenheim Spaniel,Blenheim Spaniel,99.9384045600891,Correct,1
3841,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02115641-dingo/n02115641_4818.jpg,-0.26572308,-5.6529884,11.5538225,TRAIN,Dingo,Dingo,98.8185405731201,Correct,1
3842,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02108915-French_bulldog/n02108915_3464.jpg,8.992901,-2.0462296,-9.994681,TRAIN,French Bulldog,French Bulldog,99.6254205703735,Correct,1
3843,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02086910-papillon/n02086910_9883.jpg,14.045943,-1.6185876,7.368764,TRAIN,Papillon,Papillon,99.5773494243622,Correct,1
3844,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02086910-papillon/n02086910_6931.jpg,14.327725,-1.5614505,7.210971,TRAIN,Papillon,Papillon,99.9300479888916,Correct,1
3845,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02111277-Newfoundland/n02111277_1295.jpg,-0.025813429,2.8751342,-9.156121,TRAIN,Newfoundland,Newfoundland,99.8479068279266,Correct,1
3846,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02100236-German_short-haired_pointer/n02100236_3629.jpg,-1.465556,-7.1122184,-7.4249716,TRAIN,German Short,German Short,99.9716579914093,Correct,1
3847,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02097130-giant_schnauzer/n02097130_5675.jpg,-6.0036287,1.8264875,-9.974141,TRAIN,Giant Schnauzer,Giant Schnauzer,99.4868159294128,Correct,1
3848,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02099849-Chesapeake_Bay_retriever/n02099849_857.jpg,-12.007348,-5.9492865,-4.6736894,TRAIN,Chesapeake Bay Retriever,Chesapeake Bay Retriever,99.9270021915436,Correct,1
3849,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02110063-malamute/n02110063_10965.jpg,10.376067,3.6836889,-9.534976,TRAIN,Malamute,Malamute,99.6136486530304,Correct,1
3850,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02111500-Great_Pyrenees/n02111500_3276.jpg,7.517863,4.830492,1.5095048,TRAIN,Great Pyrenees,Great Pyrenees,99.6567249298096,Correct,1
3851,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02090622-borzoi/n02090622_9278.jpg,7.907279,-1.3481281,4.501387,TRAIN,Borzoi,Borzoi,98.9169359207153,Correct,1
3852,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02111129-Leonberg/n02111129_4792.jpg,-15.293759,-1.4584734,-3.0245266,TRAIN,Leonberg,Leonberg,99.8082756996155,Correct,1
3853,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02096177-cairn/n02096177_2263.jpg,-8.895504,12.964118,0.9608172,TRAIN,Cairn,Cairn,99.8548209667206,Correct,1
3854,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02115641-dingo/n02115641_7355.jpg,-0.49784374,-5.3569975,10.419359,TRAIN,Dingo,Dingo,99.6387004852295,Correct,1
3855,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02086910-papillon/n02086910_7752.jpg,14.119179,-0.016892215,5.747493,TRAIN,Papillon,Papillon,99.9200284481049,Correct,1
3856,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02094433-Yorkshire_terrier/n02094433_2903.jpg,-7.4746466,3.9274983,9.996732,TRAIN,Yorkshire Terrier,Yorkshire Terrier,98.7471163272858,Correct,1
3857,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02110063-malamute/n02110063_16612.jpg,10.432427,4.3141456,-9.39384,TRAIN,Malamute,Malamute,99.8557627201081,Correct,1
3858,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02107142-Doberman/n02107142_2654.jpg,-6.0233655,-7.8875713,-4.2098308,TRAIN,Doberman,Doberman,99.6326625347138,Correct,1
3859,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02109525-Saint_Bernard/n02109525_1902.jpg,8.546011,-9.897859,-0.5003003,TRAIN,Saint Bernard,Saint Bernard,99.9705255031586,Correct,1
3860,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02097047-miniature_schnauzer/n02097047_1532.jpg,-0.7446197,13.942317,-5.535154,TRAIN,Miniature Schnauzer,Miniature Schnauzer,99.9023914337158,Correct,1
3861,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02091134-whippet/n02091134_11765.jpg,3.2419832,-2.878064,1.7505982,TRAIN,Whippet,Whippet,99.9460637569428,Correct,1
3862,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02096585-Boston_bull/n02096585_1976.jpg,10.506076,-6.0265274,-8.35342,TRAIN,Boston Bull,Boston Bull,99.8057067394257,Correct,1
3863,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02107908-Appenzeller/n02107908_4190.jpg,1.9290956,-11.889265,-10.789378,TRAIN,Appenzeller,Appenzeller,98.8167703151703,Correct,1
3864,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02108000-EntleBucher/n02108000_2536.jpg,0.9009841,-15.211314,-5.9570103,TRAIN,Entlebucher,Entlebucher,99.9560058116913,Correct,1
3865,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02091635-otterhound/n02091635_542.jpg,-9.145491,2.947409,1.1545109,TRAIN,Otterhound,Otterhound,99.7809946537018,Correct,1
3866,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02088466-bloodhound/n02088466_6096.jpg,-13.895753,-6.4046416,7.075658,TRAIN,Bloodhound,Bloodhound,99.6431827545166,Correct,1
3867,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02093647-Bedlington_terrier/n02093647_2335.jpg,10.479535,10.827226,-5.279943,TRAIN,Bedlington Terrier,Bedlington Terrier,99.8988211154938,Correct,1
3868,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02115913-dhole/n02115913_520.jpg,-3.1201878,-6.7490287,12.757018,TRAIN,Dhole,Dhole,99.9357879161835,Correct,1
3869,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02107908-Appenzeller/n02107908_4159.jpg,1.6871742,-10.619809,-11.296833,TRAIN,Appenzeller,Appenzeller,99.9707162380218,Correct,1
3870,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02113799-standard_poodle/n02113799_7121.jpg,-4.0750847,8.326111,-2.0558438,TRAIN,Standard Poodle,Standard Poodle,99.307656288147,Correct,1
3871,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02110958-pug/n02110958_13224.jpg,-11.162506,-1.0560519,-6.735816,TRAIN,Pug,Pug,99.9201238155365,Correct,1
3872,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02099712-Labrador_retriever/n02099712_4625.jpg,0.5864638,2.4338658,7.15609,TRAIN,Labrador Retriever,Labrador Retriever,99.71644282341,Correct,1
3873,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02096585-Boston_bull/n02096585_2493.jpg,9.7836485,-6.884736,-7.7520943,TRAIN,Boston Bull,Boston Bull,99.7967422008514,Correct,1
3874,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02111500-Great_Pyrenees/n02111500_6835.jpg,8.759587,4.600371,1.3579293,TRAIN,Great Pyrenees,Great Pyrenees,99.0869700908661,Correct,1
3875,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02111889-Samoyed/n02111889_2030.jpg,11.916407,6.168649,4.1512365,TRAIN,Samoyed,Samoyed,99.694961309433,Correct,1
3876,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02102177-Welsh_springer_spaniel/n02102177_2055.jpg,10.621648,-12.587376,2.8812008,TRAIN,Welsh Springer Spaniel,Welsh Springer Spaniel,99.5797157287598,Correct,1
3877,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02085782-Japanese_spaniel/n02085782_2655.jpg,13.33306,-1.5381513,1.9402695,TRAIN,Japanese Spaniel,Japanese Spaniel,99.7656106948852,Correct,1
3878,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02100236-German_short-haired_pointer/n02100236_1875.jpg,-2.011372,-7.6786933,-7.818303,TRAIN,German Short,German Short,99.7784554958344,Correct,1
3879,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02115913-dhole/n02115913_1244.jpg,-4.8502054,-7.835103,12.232968,TRAIN,Dhole,Dhole,99.8432338237762,Correct,1
3880,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02113712-miniature_poodle/n02113712_3117.jpg,-2.6894476,13.307111,-2.0199044,TRAIN,Miniature Poodle,Miniature Poodle,98.7795233726502,Correct,1
3881,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02102040-English_springer/n02102040_3640.jpg,13.869071,-11.30779,-1.1919655,TRAIN,English Springer,English Springer,99.9822199344635,Correct,1
3882,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02108551-Tibetan_mastiff/n02108551_2611.jpg,3.4437923,-0.15232271,-10.808446,TRAIN,Tibetan Mastiff,Tibetan Mastiff,99.4254887104034,Correct,1
3883,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02099267-flat-coated_retriever/n02099267_720.jpg,-4.982527,-4.853169,-10.851417,TRAIN,Flat,Flat,99.625825881958,Correct,1
3884,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02111500-Great_Pyrenees/n02111500_8729.jpg,8.471166,4.3762484,2.0410128,TRAIN,Great Pyrenees,Great Pyrenees,99.1175651550293,Correct,1
3885,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02107312-miniature_pinscher/n02107312_4845.jpg,-5.7957582,-14.170764,-1.9000118,TRAIN,Miniature Pinscher,Miniature Pinscher,99.9330043792725,Correct,1
3886,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02097658-silky_terrier/n02097658_1039.jpg,-12.116093,3.7343252,7.454463,TRAIN,Silky Terrier,Silky Terrier,99.9814331531525,Correct,1
3887,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02093647-Bedlington_terrier/n02093647_3219.jpg,10.604776,10.817057,-5.3150907,TRAIN,Bedlington Terrier,Bedlington Terrier,99.187695980072,Correct,1
3888,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02090622-borzoi/n02090622_3300.jpg,9.575152,-0.580184,4.0429177,TRAIN,Borzoi,Borzoi,99.119907617569,Correct,1
3889,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02096437-Dandie_Dinmont/n02096437_824.jpg,-2.629286,14.073835,7.2958426,TRAIN,Dandie Dinmont,Dandie Dinmont,99.5834946632385,Correct,1
3890,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02097658-silky_terrier/n02097658_3396.jpg,-10.256897,4.49869,6.348556,TRAIN,Silky Terrier,Silky Terrier,98.9568531513214,Correct,1
3891,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02098286-West_Highland_white_terrier/n02098286_626.jpg,5.126073,14.895732,4.4010363,TRAIN,West Highland White Terrier,West Highland White Terrier,99.7877597808838,Correct,1
3892,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02099267-flat-coated_retriever/n02099267_1989.jpg,-4.462525,-5.078949,-10.351282,TRAIN,Flat,Flat,99.5641469955444,Correct,1
3893,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02107142-Doberman/n02107142_11042.jpg,-5.1709237,-8.675145,-5.484754,TRAIN,Doberman,Doberman,99.8031914234161,Correct,1
3894,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02091635-otterhound/n02091635_1580.jpg,-8.448178,4.5570893,1.6694584,TRAIN,Otterhound,Otterhound,99.905914068222,Correct,1
3895,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02093647-Bedlington_terrier/n02093647_524.jpg,10.271067,10.355594,-5.4872293,TRAIN,Bedlington Terrier,Bedlington Terrier,99.8793959617615,Correct,1
3896,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02106030-collie/n02106030_15888.jpg,7.4061294,-4.1142664,7.775199,TRAIN,Collie,Collie,99.5473563671112,Correct,1
3897,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02094433-Yorkshire_terrier/n02094433_3704.jpg,-6.351013,4.1889806,8.3933735,TRAIN,Yorkshire Terrier,Yorkshire Terrier,98.3370304107666,Correct,1
3898,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02098413-Lhasa/n02098413_1784.jpg,2.9235637,8.67406,2.3512597,TRAIN,Lhasa,Lhasa,99.9221563339233,Correct,1
3899,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02093256-Staffordshire_bullterrier/n02093256_2557.jpg,3.3765528,-5.1827354,-10.672271,TRAIN,Staffordshire Bullterrier,Staffordshire Bullterrier,99.8145341873169,Correct,1
3900,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02092339-Weimaraner/n02092339_2752.jpg,4.842852,2.2101934,-6.149579,TRAIN,Weimaraner,Weimaraner,99.7329354286194,Correct,1
3901,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02092339-Weimaraner/n02092339_2653.jpg,6.376079,1.8136649,-5.9458117,TRAIN,Weimaraner,Weimaraner,99.7946918010712,Correct,1
3902,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02094258-Norwich_terrier/n02094258_2583.jpg,-3.418113,9.7097225,11.84848,TRAIN,Norwich Terrier,Norwich Terrier,99.9395370483398,Correct,1
3903,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02092002-Scottish_deerhound/n02092002_7473.jpg,-1.4163111,9.649947,-12.666535,TRAIN,Scottish Deerhound,Scottish Deerhound,99.7212469577789,Correct,1
3904,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02110806-basenji/n02110806_4198.jpg,-2.8045852,-10.515064,8.2918,TRAIN,Basenji,Basenji,99.8919606208801,Correct,1
3905,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02105162-malinois/n02105162_10260.jpg,-13.311814,-4.5590935,1.0375617,TRAIN,Malinois,Malinois,99.6194243431091,Correct,1
3906,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02087394-Rhodesian_ridgeback/n02087394_3015.jpg,-9.556028,-10.290436,4.3572855,TRAIN,Rhodesian Ridgeback,Rhodesian Ridgeback,99.3919134140015,Correct,1
3907,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02110063-malamute/n02110063_2850.jpg,10.968417,3.5949674,-10.97248,TRAIN,Malamute,Malamute,99.604058265686,Correct,1
3908,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02086079-Pekinese/n02086079_9847.jpg,7.7546263,5.0740695,13.055953,TRAIN,Pekinese,Pekinese,99.7856199741364,Correct,1
3909,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02108915-French_bulldog/n02108915_3104.jpg,10.89023,-3.3952665,-9.472425,TRAIN,French Bulldog,French Bulldog,99.6671140193939,Correct,1
3910,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02091635-otterhound/n02091635_4174.jpg,-8.632526,3.4485593,1.6844069,TRAIN,Otterhound,Otterhound,99.7812271118164,Correct,1
3911,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02095889-Sealyham_terrier/n02095889_6583.jpg,2.446379,12.024649,10.317629,TRAIN,Sealyham Terrier,Sealyham Terrier,99.9436557292938,Correct,1
3912,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02105162-malinois/n02105162_8072.jpg,-13.059023,-4.095803,1.1358829,TRAIN,Malinois,Malinois,99.7137546539306,Correct,1
3913,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02096437-Dandie_Dinmont/n02096437_1963.jpg,-1.8780509,13.003987,6.9757476,TRAIN,Dandie Dinmont,Dandie Dinmont,99.4342803955078,Correct,1
3914,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02107683-Bernese_mountain_dog/n02107683_6772.jpg,6.2408767,-12.075853,-9.088147,TRAIN,Bernese Mountain Dog,Bernese Mountain Dog,99.4653224945068,Correct,1
3915,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02093754-Border_terrier/n02093754_6402.jpg,-13.649368,6.6421223,0.6602853,TRAIN,Border Terrier,Border Terrier,99.7496545314789,Correct,1
3916,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02106550-Rottweiler/n02106550_11354.jpg,-9.570496,-13.1859045,-6.632535,TRAIN,Rottweiler,Rottweiler,99.9261200428009,Correct,1
3917,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02095314-wire-haired_fox_terrier/n02095314_928.jpg,1.6824304,6.4198513,8.800844,TRAIN,Wire,Wire,99.7911632061004,Correct,1
3918,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02108089-boxer/n02108089_9045.jpg,-5.3410764,-8.202231,1.5705866,TRAIN,Boxer,Boxer,99.8299658298492,Correct,1
3919,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02088632-bluetick/n02088632_2060.jpg,4.723243,-7.8875074,-4.1904006,TRAIN,Bluetick,Bluetick,99.60817694664,Correct,1
3920,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02090379-redbone/n02090379_3865.jpg,-8.515992,-10.3362055,9.419446,TRAIN,Redbone,Redbone,99.7103154659271,Correct,1
3921,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02093256-Staffordshire_bullterrier/n02093256_11569.jpg,3.3162568,-5.1729913,-9.412251,TRAIN,Staffordshire Bullterrier,Staffordshire Bullterrier,98.7905144691467,Correct,1
3922,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02100236-German_short-haired_pointer/n02100236_1443.jpg,-1.1599957,-6.9204044,-8.221765,TRAIN,German Short,German Short,99.718827009201,Correct,1
3923,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02086646-Blenheim_spaniel/n02086646_1647.jpg,12.64276,-6.4479246,4.7786846,TRAIN,Blenheim Spaniel,Blenheim Spaniel,99.6406972408295,Correct,1
3924,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02109047-Great_Dane/n02109047_21903.jpg,0.2269874,-2.996265,-5.4691772,TRAIN,Great Dane,Great Dane,99.4076132774353,Correct,1
3925,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02110806-basenji/n02110806_2006.jpg,-2.904449,-10.490329,7.0717688,TRAIN,Basenji,Basenji,99.3637084960938,Correct,1
3926,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02097474-Tibetan_terrier/n02097474_8666.jpg,3.2127972,8.939404,-2.9240513,TRAIN,Tibetan Terrier,Tibetan Terrier,99.8814821243286,Correct,1
3927,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02088466-bloodhound/n02088466_1015.jpg,-12.834347,-6.1325984,6.891537,TRAIN,Bloodhound,Bloodhound,99.8652815818787,Correct,1
3928,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02105412-kelpie/n02105412_5395.jpg,-1.9452484,-9.478393,-1.5983379,TRAIN,Kelpie,Kelpie,99.6280610561371,Correct,1
3929,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02089973-English_foxhound/n02089973_1352.jpg,5.166653,-9.473246,7.592806,TRAIN,English Foxhound,English Foxhound,99.8852133750916,Correct,1
3930,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02096585-Boston_bull/n02096585_2177.jpg,9.895308,-6.7735257,-8.106642,TRAIN,Boston Bull,Boston Bull,99.8382449150085,Correct,1
3931,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02091244-Ibizan_hound/n02091244_2062.jpg,0.40473846,-11.469839,11.641852,TRAIN,Ibizan Hound,Ibizan Hound,99.8658657073975,Correct,1
3932,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02107574-Greater_Swiss_Mountain_dog/n02107574_1569.jpg,4.181731,-14.36235,-3.5893252,TRAIN,Greater Swiss Mountain Dog,Greater Swiss Mountain Dog,99.6216833591461,Correct,1
3933,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02097047-miniature_schnauzer/n02097047_2511.jpg,-0.5069398,13.273656,-6.8434362,TRAIN,Miniature Schnauzer,Miniature Schnauzer,98.7136721611023,Correct,1
3934,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02099849-Chesapeake_Bay_retriever/n02099849_3680.jpg,-12.943098,-5.6843,-6.2069397,TRAIN,Chesapeake Bay Retriever,Chesapeake Bay Retriever,99.7277438640594,Correct,1
3935,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02088364-beagle/n02088364_6358.jpg,1.4683039,-12.867713,4.7089434,TRAIN,Beagle,Beagle,99.2841720581055,Correct,1
3936,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02107908-Appenzeller/n02107908_3791.jpg,1.582765,-10.684247,-10.443544,TRAIN,Appenzeller,Appenzeller,99.4027972221374,Correct,1
3937,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02110627-affenpinscher/n02110627_8714.jpg,-1.7369736,6.405852,-8.890154,TRAIN,Affenpinscher,Affenpinscher,99.66521859169,Correct,1
3938,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02093647-Bedlington_terrier/n02093647_1495.jpg,10.035032,9.503961,-5.101125,TRAIN,Bedlington Terrier,Bedlington Terrier,99.9201714992523,Correct,1
3939,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02092002-Scottish_deerhound/n02092002_6114.jpg,-0.65167075,9.623834,-11.719159,TRAIN,Scottish Deerhound,Scottish Deerhound,99.7011065483093,Correct,1
3940,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02111889-Samoyed/n02111889_8613.jpg,13.172029,6.1188455,2.3795676,TRAIN,Samoyed,Samoyed,99.9583184719086,Correct,1
3941,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02099429-curly-coated_retriever/n02099429_273.jpg,-10.719898,1.3664768,-11.343711,TRAIN,Curly,Curly,99.8128354549408,Correct,1
3942,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02099429-curly-coated_retriever/n02099429_2650.jpg,-9.885548,0.825559,-12.048331,TRAIN,Curly,Curly,99.9391794204712,Correct,1
3943,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02111129-Leonberg/n02111129_3388.jpg,-15.220552,-1.3983936,-3.1347084,TRAIN,Leonberg,Leonberg,99.9519348144531,Correct,1
3944,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02107142-Doberman/n02107142_1074.jpg,-6.0263853,-9.606309,-4.4515767,TRAIN,Doberman,Doberman,98.7606942653656,Correct,1
3945,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02085782-Japanese_spaniel/n02085782_2323.jpg,14.896894,0.7858057,1.9353995,TRAIN,Japanese Spaniel,Japanese Spaniel,99.1323947906494,Correct,1
3946,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02105251-briard/n02105251_5337.jpg,-10.376987,9.400702,-3.6538079,TRAIN,Briard,Briard,99.9134242534638,Correct,1
3947,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02091032-Italian_greyhound/n02091032_256.jpg,1.0715389,-6.8633804,0.39110696,TRAIN,Italian Greyhound,Italian Greyhound,99.4464695453644,Correct,1
3948,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02093647-Bedlington_terrier/n02093647_160.jpg,10.088535,9.376943,-5.6166916,TRAIN,Bedlington Terrier,Bedlington Terrier,99.7220754623413,Correct,1
3949,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02088364-beagle/n02088364_2106.jpg,3.230346,-12.9974375,5.9665933,TRAIN,Beagle,Beagle,99.7847318649292,Correct,1
3950,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02093256-Staffordshire_bullterrier/n02093256_3323.jpg,3.735547,-5.7058873,-11.815216,TRAIN,Staffordshire Bullterrier,Staffordshire Bullterrier,99.9221920967102,Correct,1
3951,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02088466-bloodhound/n02088466_8821.jpg,-13.67281,-6.833695,6.882173,TRAIN,Bloodhound,Bloodhound,99.5435416698456,Correct,1
3952,https://storage.googleapis.com/multiclass_classification/dogbreeds/train/n02113023-Pembroke/n02113023_2416.jpg,5.985044,-5.157018,12.959131,TRAIN,Pembroke,Pembroke,99.8093664646149,Correct,1
